_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3178265,323359277,23164148,0,2023-10-15T23:55:00,"3000 Block Paulowna St Pittsburgh, PA 15219",N,Shadyside,2,99,2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm,703,7,6,-79.96908771604613,40.455703987035875
3178266,323445905,23164395,0,2023-10-16T14:38:00,"1500 Block Compromise St Pittsburgh, PA 15212",N,Fineview,1,99,9994 PFA Service,2509,1,1,-80.00099111376926,40.459455120359976
3178267,323511543,23165161,6,2023-10-17T19:05:00,"2500 Block Wadsworth St Pittsburgh, PA 15213",N,West Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,402,,,,
3178268,323585871,23165653,99,2023-10-18T16:41:00,"1000 Block Jerome St Pittsburgh, PA 15220",N,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811,2,5,-80.04315508624717,40.43259502173995
3178269,323587292,23165724,6,2023-10-18T19:00:00,"2400 Block Edgar St Pittsburgh, PA 15210",Y,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2904,4,3,-79.98379397739455,40.386345927842754
3178270,323597149,23165872,4,2023-10-19T00:38:00,"3000 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 607.03 Discharging Firearm or Airgun / 8106 Shots Fired,2018,2,5,-80.05345044308231,40.45632166949545
3178271,323716650,23166035,0,2023-10-13T08:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9999 9999 - (Misc. Incident): ,2507,6,1,-80.01656850562077,40.45687440924445
3178272,323727012,23166983,3,2023-10-20T22:43:00,"2800 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,ROBBERY,3701 Robbery.,2904,4,3,-79.97753255255893,40.383449986678265
3178273,323728580,23166978,0,2023-10-20T22:25:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,9093 Indirect Criminal Contempt,1918,4,5,-80.01918980614472,40.39287943759868
3178274,324603886,23174332,99,2023-11-02T14:56:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,6,6,-80.00207710815553,40.44123639882767
3178275,-3518603477,23174502,27,2023-11-02T20:00:00,"Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,,,NaN,NaN
3178276,324688663,23175164,14,2023-11-03T22:12:00,"600 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,,,,
3178277,324690917,23175190,23,2023-11-03T23:57:00,"500 Block Zulema St Pittsburgh, PA 15213",Y,Central Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,406,3,3,-79.95608366976569,40.43594324275855
3178278,324697904,23174812,6,2023-11-03T11:00:00,"3100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,203,7,6,-79.97104130705479,40.459723053217836
3178279,324962931,23177413,14,2023-11-08T00:25:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3178280,324963609,23177441,6,2023-11-08T07:45:00,"700 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1207,,,,
3178281,324964480,23177442,14,2023-11-08T07:15:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3178282,325197458,23178907,0,2023-11-10T21:53:00,"300 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01288271893607,40.462744496182
3178283,325203808,23179085,0,2023-11-11T06:45:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-79.99867967214155,40.45221882271537
3178284,325203988,23179105,6,2023-11-11T08:00:00,"400 Block Catoma St Pittsburgh, PA 15212",N,Fineview,1,THEFT FROM AUTO,3934 Theft from Vehicle,2509,1,1,-80.00414444134233,40.46059822075065
3178285,323220775,23162607,6,2023-10-13T04:58:00,"6900 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1207,,,,
3178286,323276105,23162850,0,2023-10-13T14:13:00,"1800 Block Brett St Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,,,,
3178287,323294281,23163226,0,2023-10-14T01:20:00,"Liberty Ave & Herron Ave Brg Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,99,7728 Accidents and Accident Reports.,603,7,6,-79.96709452227927,40.46157662637593
3178288,324501168,23173633,99,2023-11-01T12:30:00,"1700 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,3,-79.98251152173124,40.437399477178204
3178289,324511278,23173634,99,2023-11-01T11:09:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.95748392232689,40.47751001163614
3178290,324549933,23173978,6,2023-10-31T01:00:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306,9,2,-79.87041081134286,40.45171521013142
3178291,324691002,23175191,10,2023-11-03T23:23:00,"400 Block Felmeth St Pittsburgh, PA 15210",Y,Arlington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 4905 False Alarms to Agencies of Public Safety.,1603,3,3,-79.96386234969424,40.411559539177084
3178292,324837519,23176586,5,2023-11-06T16:00:00,"1300 Block Jeffers St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2022,2,5,-80.0650878320952,40.45386702561005
3178293,325031355,23177861,18,2023-11-08T21:24:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99989132962422,40.438220057480564
3178294,323315947,23163577,99,2023-10-14T19:22:00,"40 Block Reed St Pittsburgh, PA 15219",N,Crawford-Roberts,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,305,,,-79.87342558219731,40.436099877192284
3178295,323339048,23163891,29,2023-10-15T11:53:00,"7200 Block Race St Pittsburgh, AL 15208",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1302,9,2,-79.89570660249086,40.4588367509783
3178296,323352319,23164058,5,2023-10-15T19:00:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,BURGLARY,3502 Burglary.,1306,,,,
3178297,323517857,23165273,99,2023-10-18T01:00:00,"Cedar Ave & Avery St Pittsburgh, PA 15212",Y,Allegheny Center,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2204,1,1,-80.00149489367581,40.45269877499712
3178298,324363770,23171586,18,2023-10-28T19:00:00,"600 Block 1st Ave Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,3001,6,6,-79.99688178462712,40.43480407292362
3178299,324454072,23173375,29,2023-10-31T21:20:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,OSC,RUNAWAYS - JUVENILE,029 Missing Juvenile,1115,9,2,-79.9187492236702,40.46105319255318
3178300,324454968,23173360,4,2023-10-31T20:31:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,1,1,-79.99947639629323,40.475751957409834
3178301,324463576,23173531,27,2023-11-01T05:15:00,"Butler St & 62nd St Brg Pittsburgh, PA 15201",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.93776692074388,40.48822208948785
3178302,324552716,23174002,29,2023-11-01T23:00:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3178303,324674921,23174848,99,2023-11-03T15:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3178304,324690109,23175179,0,2023-11-03T23:26:00,"300 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,705,,,,
3178305,324707119,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1306,9,2,-79.87406755546291,40.45320444634244
3178306,323269068,23162790,0,2023-10-13T12:20:00,"Centre Ave & Bigelow Blvd Pittsburgh, PA 15213",Y,North Oakland,4,99,7728 Accidents and Accident Reports.,403,8,3,-79.95490735822564,40.450983548751694
3178307,323285626,23162978,6,2023-10-13T06:20:00,"2300 Block Pittock St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 5506 Loitering and Prowling at Night,1408,5,3,-79.92082393077634,40.43141671944451
3178308,323319749,23163642,0,2023-10-15T00:03:00,"2700 Block MERWYN Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): DISPATCH DEER,2018,,,,
3178309,323321376,23163729,27,2023-10-15T02:11:00,"Railroad St & 23rd St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.98311101641418,40.45416956960254
3178310,323488107,23143612,4,2023-10-17T12:30:00,"1100 Block N Murtland St Pittsburgh, PA 15208",Y,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault. / 6301 Corruption of Minors.,1115,9,2,-79.90037203386882,40.46038461103399
3178311,323497635,23164921,10,2023-10-17T11:50:00,"300 Block 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,6,6,-80.00161356345536,40.438866132202165
3178312,323504377,23164975,24,2023-10-17T13:30:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety. / 5503 Disorderly Conduct. / 5121 Escape.,103,6,6,-79.99459104985328,40.435334670473395
3178313,-3708000531,23165282,0,2023-10-18T01:17:00,"200 Block S Highland Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Harassment,708,8,2,-79.92529613194029,40.45875585891225
3178314,323518639,23163705,6,2023-10-15T00:05:00,"7400 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1302,9,2,-79.89187403619928,40.456385158449294
3178315,324143860,23170627,0,2023-10-27T02:14:00,"Mohler St & Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): Male With Gun,1301,9,2,-79.88689285131315,40.45941474440758
3178316,324183316,23170791,14,2023-10-27T10:30:00,"1100 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1918,4,5,-80.01733538302152,40.3894515594914
3178317,324195032,23170314,0,2023-10-26T15:00:00,"2800 Block Fernwald Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1414,5,3,-79.91516115535872,40.424929968368225
3178318,323743080,23167316,10,2023-10-21T13:20:00,"2000 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709 Harassment (Non-Specific),1413,5,3,-79.92762385364412,40.43409912468023
3178319,323752316,23167453,6,2023-10-21T18:26:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89235294507522,40.48611850156562
3178320,323757375,23167523,10,2023-10-21T20:44:00,"2100 Block Eggers St Pittsburgh, PA 15212",N,Troy Hill,1,HARRASSMENT,2709 Harassment (Non-Specific),2406,1,1,-79.97799440546595,40.468316188974484
3178321,323757610,23167384,18,2023-10-21T16:22:00,"Station St & Larimer Ave Pittsburgh, PA 15206",Y,East Liberty,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1115,9,2,-79.91968010328488,40.46196874656408
3178322,323758605,23167540,23,2023-10-21T21:25:00,"2300 Block Smallman St Pittsburgh, PA 15222",Y,Strip District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,203,7,6,-79.98182083449682,40.45361338022692
3178323,323772553,23167253,6,2023-10-21T11:47:00,"300 Block Conniston Ave Pittsburgh, PA 15210",N,Bon Air,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1806,4,5,-79.99937261211146,40.40773765365852
3178324,323781241,23167885,6,2023-10-22T12:30:00,"20 Block S 10th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1702,3,3,-79.98894419478745,40.42992787045563
3178325,323783944,23167860,10,2023-10-22T12:18:00,"1900 Block Spring Garden Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2701,1,1,-79.98562809143594,40.468787134498655
3178326,323785237,23167927,99,2023-10-22T14:58:00,"Goettmann St & Kilkenbeck St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND PROPERTY,9489 Found Property / 8106 Shots Fired,2406,1,1,-79.98685894825554,40.45909183205677
3178327,323787458,23167930,5,2023-10-22T15:00:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2018,2,5,-80.05185968589576,40.45727554729284
3178328,324256708,23171976,27,2023-10-29T07:49:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1304,9,2,-79.887261045738,40.44927110961714
3178329,324261299,23172025,6,2023-10-29T10:30:00,"300 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,603,7,2,-79.96094174849381,40.465089849723995
3178330,324973064,23177447,14,2023-11-08T07:00:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.96910613356309,40.426323038597566
3178331,324990704,23177564,99,2023-11-08T11:30:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1919,4,5,-80.02817668976955,40.39625526582658
3178332,325006425,23177604,27,2023-11-08T14:09:00,"Hazelwood Ave & Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1517,5,3,-79.92921885244672,40.41976048642366
3178333,324749250,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3178334,324818993,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3178335,323518654,23165291,3,2023-10-18T01:41:00,"900 Block Harker St Pittsburgh, PA 15220",N,Elliott,6,ROBBERY,3701 Robbery. / 3702 Robbery of Motor Vehicle.,2020,2,5,-80.04246416343287,40.441677497316874
3178336,323578790,23165667,99,2023-10-18T16:59:00,"3300 Block Swinburne St Pittsburgh, PA 15213",Y,South Oakland,4,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,409,,,,
3178337,323582550,23165613,99,2023-10-18T15:42:00,"5200 Block Dearborn St Pittsburgh, PA 15224",Y,Garfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1017,9,2,-79.9395692488706,40.46521463645244
3178338,323585904,23165625,11,2023-10-18T15:00:00,"100 Block Hallock St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT BY DECEPTION,3922 Theft by Deception.,1903,,,,
3178339,323596060,23165910,0,2023-10-19T03:15:00,"1200 Block Hamlin St Pittsburgh, PA 15233",N,Manchester,1,99,9994 PFA Service,2107,6,1,-80.02247006814207,40.45330376129825
3178340,323664886,23166349,4,2023-10-19T19:00:00,"1600 Block Village Rd Pittsburgh, PA 15205",Y,Fairywood,6,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,2808,2,5,-80.07645480688235,40.449462628540466
3178341,324722517,23175723,0,2023-11-05T00:09:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99361351005419,40.46659027664096
3178342,324748942,23175980,99,2023-11-05T15:00:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3001,3,5,-79.99060093638174,40.40989877833478
3178343,324759170,23176171,0,2023-11-05T23:30:00,"2100 Block Holyoke St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01476265921296,40.46327261147608
3178344,324761428,23176207,14,2023-11-06T01:34:00,"Grimes Ave & Dove Way Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99300014213806,40.41467760300707
3178345,324837130,23176591,99,2023-11-06T17:44:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,MENTAL 201/302,9498 302 (Mental),1515,5,3,-79.93906601804447,40.40080341498968
3178346,324900773,23176987,0,2023-11-07T12:30:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9472120826774,40.40656849017254
3178347,324931188,23177076,6,2023-10-28T03:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1702,3,3,-79.98517842560688,40.428614936885786
3178348,324939522,23177257,6,2023-11-03T12:00:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.99305421465246,40.41503864999025
3178349,324945953,23177515,14,2023-11-07T23:56:00,"2700 Block Mc Cord St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1608,3,3,-79.96873008270833,40.42335055996001
3178350,323298049,23163288,0,2023-10-14T06:12:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,99,9998 Overdose Other,2023,2,5,-80.03027139362737,40.41991839950272
3178351,323306780,23163375,6,2023-10-14T11:25:00,"7000 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1302,9,2,-79.89974483605357,40.46189748786659
3178352,324210367,23171146,27,2023-10-27T22:15:00,"100 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,,,-79.87838242783407,40.44332100326034
3178353,324213723,23171241,22,2023-10-28T01:29:00,"5600 Block Northumberland St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 4914(A) False Identification to Law Enforcement",1403,8,3,-79.9275329272116,40.440734216567016
3178354,324214915,23171307,10,2023-10-28T04:26:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault.,2620,1,1,-79.99204184514898,40.46535964895462
3178355,324216402,23171276,10,2023-10-28T02:18:00,"West End Cir Pittsburgh, PA 15220",Y,West End,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property / 3362 Maximum Speed Limits. / 3802(a)(1) DUI - General Impairment / 3742 Accidents Involving Death or Personal Injury / 3733 Fleeing or Attempting to Elude Police Officer / 1785 Proof of Financial Responsibility Following Accident.,2019,,,-80.02710481773475,40.44618928228805
3178356,324232222,23171437,0,2023-10-28T11:26:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.99740883167522,40.441533222252524
3178357,324233428,23171456,14,2023-10-28T12:07:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,,,,
3178358,324234108,23171434,6,2023-10-28T11:22:00,"2700 Block Kingwood St Pittsburgh, PA 15234",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3207,4,5,-80.00288917561154,40.37759775409286
3178359,324235366,23171478,10,2023-10-28T12:59:00,"800 Block Citadel St Pittsburgh, PA 15204",Y,Sheraden,2,SIMPLE ASSAULT,2701 Simple Assault.,201,2,5,-80.05832030337676,40.45506182426315
3178360,324238315,23171579,0,2023-10-28T16:30:00,"500 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1915,2,5,-80.01134926681004,40.42360638379753
3178361,324239296,23170083,99,2023-10-27T15:45:00,"South 7th  St & PJ McCardle Roadway  Brg Pittsburgh, PA ",Y,South Side Flats,3,POSSIBLE STOLEN CAR RECOVERED,9125 Possible  Stolen Car Recovered,1702,,,,
3178362,323286537,23162966,99,2023-10-13T18:00:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",N,Banksville,6,MENTAL 201/302,9498 302 (Mental),2023,,,,
3178363,323314502,23163505,10,2023-10-14T16:54:00,"1900 Block Bedford Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,305,6,3,-79.9834256010714,40.44592893710724
3178364,323619741,23166015,0,2023-10-19T10:00:00,"3600 Block Dawson St Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Dispute,406,3,3,-79.95253548882393,40.43624621981158
3178365,323742200,23167260,6,2023-10-21T02:50:00,"1300 Block Liverpool St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2107,6,1,-80.02521939180822,40.4554124470701
3178366,323774067,23167769,0,2023-10-22T08:00:00,"300 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,4,3,-79.98446684310788,40.40367764721117
3178367,324223253,23171371,14,2023-10-28T08:44:00,"400 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,406,3,3,-79.95391575929918,40.43809993906726
3178368,324223830,23170766,10,2023-10-27T08:15:00,"2000 Block Bedford Ave Pittsburgh, PA 15219",Y,Middle Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),501,,,,
3178369,324231846,23171406,10,2023-10-27T20:31:00,"400 Block Sweetbriar St Pittsburgh, PA 15211",N,Duquesne Heights,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1911,2,5,-80.02252047166739,40.43575734760215
3178370,324270042,23172211,6,2023-10-29T17:47:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,2503,6,1,-80.01656850562077,40.45687440924445
3178371,324273742,23172205,99,2023-10-29T17:20:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-80.05815333640635,40.504457377253146
3178372,324710622,23175467,0,2023-11-04T14:34:00,"600 Block Sherwood Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.05371548732401,40.4553545173775
3178373,324710966,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3178374,324716538,23175584,10,2023-11-04T18:44:00,"1900 Block Letsche St Pittsburgh, PA 15214",N,Fineview,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2509,,,,
3178375,324727711,23175698,6,2023-11-05T00:23:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,103,6,6,-79.99459104985328,40.435334670473395
3178376,323572472,23165582,99,2023-10-18T14:50:00,"700 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9968377690855,40.442866462045515
3178377,323573205,23165484,99,2023-10-18T11:42:00,"Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,FOUND DRUGS,9017 Found Drugs,201,6,6,-80.00773044344909,40.43927530527724
3178378,323578603,23165645,27,2023-10-18T16:25:00,"2300 Block Noblestown Rd Pittsburgh, PA ",N,Oakwood,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2812,2,5,-80.05435276883466,40.427840300426816
